'登録番号','農薬の種類','農薬の名称','登録を有する者の名称','有効成分','総使用回数における有効成分','濃度','混合数','用途','剤型名','登録年月日'
23672,'ターバシル・ヘキサジノン・DCBN粒剤','プルトンX粒剤','保土谷アグロテック株式会社','ヘキサジノン','ヘキサジノン','1.0%',3,'除草剤','粒剤','2015/7/8'
23672,'ターバシル・ヘキサジノン・DCBN粒剤','プルトンX粒剤','保土谷アグロテック株式会社','DCBN','DCBN','1.0%',3,'除草剤','粒剤','2015/7/8'
23673,'ターバシル・ヘキサジノン・DCBN粒剤','クサノンX粒剤','KINCHO園芸株式会社','ターバシル','ターバシル','1.0%',3,'除草剤','粒剤','2015/7/8'
23673,'ターバシル・ヘキサジノン・DCBN粒剤','クサノンX粒剤','KINCHO園芸株式会社','ヘキサジノン','ヘキサジノン','1.0%',3,'除草剤','粒剤','2015/7/8'
23673,'ターバシル・ヘキサジノン・DCBN粒剤','クサノンX粒剤','KINCHO園芸株式会社','DCBN','DCBN','1.0%',3,'除草剤','粒剤','2015/7/8'
23676,'ジノテフラン液剤','ウッドセーバー','サンケイ化学株式会社','ジノテフラン','ジノテフラン','8.0%',1,'殺虫剤','液剤','2015/7/8'
23677,'ヒドロキシイソキサゾール複合肥料','タチガレファイト液剤','エムシークロップ&ライフ化成株式会社','ヒドロキシイソキサゾールカリウム','ヒドロキシイソキサゾール','22.84%',1,'農薬肥料','農薬肥料','2015/7/10'
23679,'ストレプトマイシン・有機銅水和剤','ドーマイシン水和剤','サンケイ化学株式会社','ストレプトマイシン硫酸塩','ストレプトマイシン','6.3%',2,'殺菌剤','水和剤','2015/7/22'
23679,'ストレプトマイシン・有機銅水和剤','ドーマイシン水和剤','サンケイ化学株式会社','有機銅','有機銅','40.0%',2,'殺菌剤','水和剤','2015/7/22'
23680,'ピラクロニル・ピラゾレート・ベンゾビシクロン粒剤','クサバルカン1キロ粒剤','エムシークロップ&ライフ化成株式会社','ピラクロニル','ピラクロニル','2.0%',3,'除草剤','粒剤','2015/8/5'
23680,'ピラクロニル・ピラゾレート・ベンゾビシクロン粒剤','クサバルカン1キロ粒剤','エムシークロップ&ライフ化成株式会社','ピラゾレート','ピラゾレート','10.0%',3,'除草剤','粒剤','2015/8/5'
23680,'ピラクロニル・ピラゾレート・ベンゾビシクロン粒剤','クサバルカン1キロ粒剤','エムシークロップ&ライフ化成株式会社','ベンゾビシクロン','ベンゾビシクロン','2.0%',3,'除草剤','粒剤','2015/8/5'
23681,'ピラクロニル・ピラゾレート・ベンゾビシクロン粒剤','クサバルカンジャンボ','エムシークロップ&ライフ化成株式会社','ピラクロニル','ピラクロニル','4.0%',3,'除草剤','粒剤','2015/8/5'
23681,'ピラクロニル・ピラゾレート・ベンゾビシクロン粒剤','クサバルカンジャンボ','エムシークロップ&ライフ化成株式会社','ピラゾレート','ピラゾレート','20.0%',3,'除草剤','粒剤','2015/8/5'
23681,'ピラクロニル・ピラゾレート・ベンゾビシクロン粒剤','クサバルカンジャンボ','エムシークロップ&ライフ化成株式会社','ベンゾビシクロン','ベンゾビシクロン','4.0%',3,'除草剤','粒剤','2015/8/5'
23682,'ピラクロニル・ピラゾレート・ベンゾビシクロン水和剤','クサバルカンフロアブル','エムシークロップ&ライフ化成株式会社','ピラクロニル','ピラクロニル','3.6%',3,'除草剤','水和剤','2015/8/5'
23682,'ピラクロニル・ピラゾレート・ベンゾビシクロン水和剤','クサバルカンフロアブル','エムシークロップ&ライフ化成株式会社','ピラゾレート','ピラゾレート','20.0%',3,'除草剤','水和剤','2015/8/5'
23682,'ピラクロニル・ピラゾレート・ベンゾビシクロン水和剤','クサバルカンフロアブル','エムシークロップ&ライフ化成株式会社','ベンゾビシクロン','ベンゾビシクロン','4.0%',3,'除草剤','水和剤','2015/8/5'
23683,'ペルメトリン粒剤','ネキリベイト','KINCHO園芸株式会社','ペルメトリン','ペルメトリン','0.10%',1,'殺虫剤','粒剤','2015/8/5'
23685,'ジノテフラン複合肥料','ハイポネックス原液 殺虫剤入り','株式会社ハイポネックスジャパン','ジノテフラン','ジノテフラン','2.5%',1,'農薬肥料','農薬肥料','2015/8/25'
23687,'クロラントラニリプロール・チフルザミド・トリシクラゾール粒剤','アドニスGT箱粒剤','日産化学株式会社','クロラントラニリプロール','クロラントラニリプロール','0.75%',3,'殺虫殺菌剤','粒剤','2015/8/26'
23687,'クロラントラニリプロール・チフルザミド・トリシクラゾール粒剤','アドニスGT箱粒剤','日産化学株式会社','チフルザミド','チフルザミド','3.0%',3,'殺虫殺菌剤','粒剤','2015/8/26'
23687,'クロラントラニリプロール・チフルザミド・トリシクラゾール粒剤','アドニスGT箱粒剤','日産化学株式会社','トリシクラゾール','トリシクラゾール','4.0%',3,'殺虫殺菌剤','粒剤','2015/8/26'
23688,'ダイムロン・ピラクロニル・ベンゾビシクロン・メタゾスルフロン粒剤','ゲパード1キロ粒剤','日産化学株式会社','ダイムロン','ダイムロン','10.0%',4,'除草剤','粒剤','2015/8/26'
23688,'ダイムロン・ピラクロニル・ベンゾビシクロン・メタゾスルフロン粒剤','ゲパード1キロ粒剤','日産化学株式会社','ピラクロニル','ピラクロニル','2.0%',4,'除草剤','粒剤','2015/8/26'
23688,'ダイムロン・ピラクロニル・ベンゾビシクロン・メタゾスルフロン粒剤','ゲパード1キロ粒剤','日産化学株式会社','ベンゾビシクロン','ベンゾビシクロン','2.0%',4,'除草剤','粒剤','2015/8/26'
23688,'ダイムロン・ピラクロニル・ベンゾビシクロン・メタゾスルフロン粒剤','ゲパード1キロ粒剤','日産化学株式会社','メタゾスルフロン','メタゾスルフロン','1.2%',4,'除草剤','粒剤','2015/8/26'
23689,'ジメタメトリン・ダイムロン・テフリルトリオン・メタゾスルフロン粒剤','レブラス1キロ粒剤','日産化学株式会社','ジメタメトリン','ジメタメトリン','1.0%',4,'除草剤','粒剤','2015/8/26'
23689,'ジメタメトリン・ダイムロン・テフリルトリオン・メタゾスルフロン粒剤','レブラス1キロ粒剤','日産化学株式会社','ダイムロン','ダイムロン','10.0%',4,'除草剤','粒剤','2015/8/26'
23689,'ジメタメトリン・ダイムロン・テフリルトリオン・メタゾスルフロン粒剤','レブラス1キロ粒剤','日産化学株式会社','テフリルトリオン','テフリルトリオン','3.0%',4,'除草剤','粒剤','2015/8/26'
23689,'ジメタメトリン・ダイムロン・テフリルトリオン・メタゾスルフロン粒剤','レブラス1キロ粒剤','日産化学株式会社','メタゾスルフロン','メタゾスルフロン','1.2%',4,'除草剤','粒剤','2015/8/26'
23690,'トリシクラゾール・バリダマイシン・フェリムゾン水和剤','ノンブラスバリダフロアブル','協友アグリ株式会社','トリシクラゾール','トリシクラゾール','8.0%',3,'殺菌剤','水和剤','2015/8/26'
23690,'トリシクラゾール・バリダマイシン・フェリムゾン水和剤','ノンブラスバリダフロアブル','協友アグリ株式会社','バリダマイシン','バリダマイシン','5.0%',3,'殺菌剤','水和剤','2015/8/26'
23690,'トリシクラゾール・バリダマイシン・フェリムゾン水和剤','ノンブラスバリダフロアブル','協友アグリ株式会社','フェリムゾン','フェリムゾン','15.0%',3,'殺菌剤','水和剤','2015/8/26'
23691,'バーティシリウム レカニ水和剤','マイコタール','アリスタ ライフサイエンス株式会社','バーティシリウム レカニ','バーティシリウム レカニ','3.0×10^9 spore/g',1,'殺虫剤','水和剤','2015/8/26'
23692,'ジメトモルフ水和剤','協友フェスティバル水和剤','協友アグリ株式会社','ジメトモルフ','ジメトモルフ','50.0%',1,'殺菌剤','水和剤','2015/8/26'
23695,'イマゾスルフロン・オキサジクロメホン・ピラクロニル・ブロモブチド水和剤','デルタアタックフロアブル','協友アグリ株式会社','イマゾスルフロン','イマゾスルフロン','1.7%',4,'除草剤','水和剤','2015/9/9'
23695,'イマゾスルフロン・オキサジクロメホン・ピラクロニル・ブロモブチド水和剤','デルタアタックフロアブル','協友アグリ株式会社','オキサジクロメホン','オキサジクロメホン','0.56%',4,'除草剤','水和剤','2015/9/9'
23695,'イマゾスルフロン・オキサジクロメホン・ピラクロニル・ブロモブチド水和剤','デルタアタックフロアブル','協友アグリ株式会社','ピラクロニル','ピラクロニル','3.7%',4,'除草剤','水和剤','2015/9/9'
23695,'イマゾスルフロン・オキサジクロメホン・ピラクロニル・ブロモブチド水和剤','デルタアタックフロアブル','協友アグリ株式会社','ブロモブチド','ブロモブチド','16.3%',4,'除草剤','水和剤','2015/9/9'
23696,'イマゾスルフロン・オキサジクロメホン・ピラクロニル・ブロモブチド粒剤','デルタアタックジャンボ','協友アグリ株式会社','イマゾスルフロン','イマゾスルフロン','2.25%',4,'除草剤','粒剤','2015/9/9'
23696,'イマゾスルフロン・オキサジクロメホン・ピラクロニル・ブロモブチド粒剤','デルタアタックジャンボ','協友アグリ株式会社','オキサジクロメホン','オキサジクロメホン','0.75%',4,'除草剤','粒剤','2015/9/9'
23696,'イマゾスルフロン・オキサジクロメホン・ピラクロニル・ブロモブチド粒剤','デルタアタックジャンボ','協友アグリ株式会社','ピラクロニル','ピラクロニル','5.0%',4,'除草剤','粒剤','2015/9/9'
23696,'イマゾスルフロン・オキサジクロメホン・ピラクロニル・ブロモブチド粒剤','デルタアタックジャンボ','協友アグリ株式会社','ブロモブチド','ブロモブチド','22.5%',4,'除草剤','粒剤','2015/9/9'
23697,'イマゾスルフロン・オキサジクロメホン・ピラクロニル・ブロモブチド粒剤','デルタアタック1キロ粒剤','協友アグリ株式会社','イマゾスルフロン','イマゾスルフロン','0.90%',4,'除草剤','粒剤','2015/9/9'
23697,'イマゾスルフロン・オキサジクロメホン・ピラクロニル・ブロモブチド粒剤','デルタアタック1キロ粒剤','協友アグリ株式会社','オキサジクロメホン','オキサジクロメホン','0.40%',4,'除草剤','粒剤','2015/9/9'
23697,'イマゾスルフロン・オキサジクロメホン・ピラクロニル・ブロモブチド粒剤','デルタアタック1キロ粒剤','協友アグリ株式会社','ピラクロニル','ピラクロニル','2.0%',4,'除草剤','粒剤','2015/9/9'
23697,'イマゾスルフロン・オキサジクロメホン・ピラクロニル・ブロモブチド粒剤','デルタアタック1キロ粒剤','協友アグリ株式会社','ブロモブチド','ブロモブチド','9.0%',4,'除草剤','粒剤','2015/9/9'
23698,'ナミテントウ剤','テントップ','株式会社アグリ総研','ナミテントウ2および3齢幼虫','ナミテントウ','200頭/600mL',1,'殺虫剤','その他','2015/9/9'
23699,'DCMU水和剤','サンケイカーメックス顆粒水和剤','琉球産経株式会社','DCMU','DCMU','80.0%',1,'除草剤','水和剤','2015/9/9'
23700,'DCMU水和剤','一農カーメックス顆粒水和剤','第一農薬株式会社','DCMU','DCMU','80.0%',1,'除草剤','水和剤','2015/9/9'
23701,'マンデストロビン水和剤','スクレアフロアブル','住友化学株式会社','マンデストロビン','マンデストロビン','40.0%',1,'殺菌剤','水和剤','2015/9/14'
23702,'マンデストロビン水和剤','シバコン','レインボー薬品株式会社','マンデストロビン','マンデストロビン','40.0%',1,'殺菌剤','水和剤','2015/9/14'
